tier,workstream,imagePlan,status,section,contentType,name,route,canonicalUrl,province,city,priorityScore,qualityCompletionScore,wordCount,thinThreshold,stale,reviewAgeDays,missingSourceUrl,sourceUrl,missingFields,missingInternalLinks,dataQualityFlags,canonicalRiskType,issueClassifications,researchStatus,validationStatus,seoStatus,imageStatus,publishStatus
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Dr. R. J. Allan Hogg Rotary Park,/dog-parks/allan-hogg-rotary-park/,https://leashfree.ca/dog-parks/allan-hogg-rotary-park/,British Columbia,White Rock,79,89,92,180,true,372,false,https://www.whiterockcity.ca/Facilities/Facility/Details/Dr-R-J-Allan-Hogg-Rotary-Park-11,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Central Bark Dog Park,/dog-parks/central-bark-dog-park/,https://leashfree.ca/dog-parks/central-bark-dog-park/,Saskatchewan,Prince Albert,79,89,92,180,true,372,false,https://www.dogpackapp.com/parks/canada/saskatchewan/prince-albert,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Kings Park,/dog-parks/kings-park/,https://leashfree.ca/dog-parks/kings-park/,Manitoba,Winnipeg,79,89,92,180,true,372,false,https://winnipeg.ca/publicworks/parksOpenSpace/OffLeashAreas/,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Park ’n’ Bark Off-Leash Dog Area,/dog-parks/park-n-bark-off-leash-dog-area/,https://leashfree.ca/dog-parks/park-n-bark-off-leash-dog-area/,Alberta,Lethbridge,79,89,92,180,true,372,false,https://www.lethbridge.ca/Things-To-Do/Parks/Pages/Dog-Parks.aspx,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Sheffield Dog Off Leash Area,/dog-parks/sheffield-dog-off-leash-area/,https://leashfree.ca/dog-parks/sheffield-dog-off-leash-area/,British Columbia,Chilliwack,79,89,92,180,true,373,false,https://www.chilliwack.com/main/page.cfm?id=945,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Yellowquill Provincial Park Off-Leash Dog Area,/dog-parks/yellowquill-provincial-park-off-leash-dog-area/,https://leashfree.ca/dog-parks/yellowquill-provincial-park-off-leash-dog-area/,Manitoba,Portage la Prairie,79,89,92,180,true,372,false,https://www.bringfido.com/attraction/44163,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Baffin Dog Park,/dog-parks/baffin-dog-park/,https://leashfree.ca/dog-parks/baffin-dog-park/,Manitoba,Thompson,79,89,93,180,true,372,false,https://www.bringfido.com/attraction/47240,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Southwest Dog Park,/dog-parks/southwest-dog-park-saskatoon/,https://leashfree.ca/dog-parks/southwest-dog-park-saskatoon/,Saskatchewan,Saskatoon,79,89,93,180,true,372,false,https://www.saskatoon.ca/parks-recreation-attractions/parks/dog-parks,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Three Mile Bend Recreation Area,/dog-parks/three-mile-bend-recreation-area/,https://leashfree.ca/dog-parks/three-mile-bend-recreation-area/,Alberta,Red Deer,79,89,93,180,true,372,false,https://www.reddeer.ca/recreation-and-culture/parks-and-trails/parks/three-mile-bend-recreation-area/,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Audley Recreation Centre Off-Leash Area,/dog-parks/audley-recreation-centre/,https://leashfree.ca/dog-parks/audley-recreation-centre/,Ontario,Ajax,79,89,95,180,true,374,false,https://www.ajax.ca/en/play/recreation-centres.aspx,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Albion Fairgrounds,/dog-parks/albion-fairgrounds-maple-ridge/,https://leashfree.ca/dog-parks/albion-fairgrounds-maple-ridge/,British Columbia,Maple Ridge,79,89,96,180,true,372,false,https://www.mapleridge.ca/1502/Dog-Parks,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Hammond Dog Off‑Leash Area,/dog-parks/hammond-dog-off-leash-area/,https://leashfree.ca/dog-parks/hammond-dog-off-leash-area/,British Columbia,Maple Ridge,79,89,96,180,true,372,false,https://www.mapleridge.ca/1502/Dog-Parks,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Jerry Sulina Park,/dog-parks/jerry-sulina-park-maple-ridge/,https://leashfree.ca/dog-parks/jerry-sulina-park-maple-ridge/,British Columbia,Maple Ridge,79,89,96,180,true,372,false,https://www.mapleridge.ca/1502/Dog-Parks,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Saratoga Dog Park,/dog-parks/saratoga-dog-park/,https://leashfree.ca/dog-parks/saratoga-dog-park/,Alberta,Medicine Hat,79,89,96,180,true,372,false,https://www.medicinehat.ca/en/parks-recreation-and-culture/dog-parks.aspx,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Steve McDonnell Leash Free Dog Park,/dog-parks/steve-mcdonnell/,https://leashfree.ca/dog-parks/steve-mcdonnell/,Ontario,Grimsby,79,89,96,180,true,373,false,https://www.grimsby.ca/en/explore-and-play/dog-parks.aspx,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Crystal Ridge Neighbourhood Off-Leash Area,/dog-parks/crystal-ridge-neighbourhood-off-leash-area/,https://leashfree.ca/dog-parks/crystal-ridge-neighbourhood-off-leash-area/,Alberta,Grande Prairie,79,89,97,180,true,372,false,https://www.cityofgp.com/culture-recreation/parks-trails/dog-parks,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Grand Valley Park,/dog-parks/grand-valley-park-pickering/,https://leashfree.ca/dog-parks/grand-valley-park-pickering/,Ontario,Pickering,79,89,97,180,true,373,false,https://www.pickering.ca/en/discovering/parks.aspx,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Paisley Dog Park,/dog-parks/paisley-dog-park/,https://leashfree.ca/dog-parks/paisley-dog-park/,Alberta,Edmonton,79,89,97,180,true,372,false,https://www.edmonton.ca/activities_parks_recreation/parks_dog_off_leash,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Hampton Dog Park,/dog-parks/hampton-dog-park/,https://leashfree.ca/dog-parks/hampton-dog-park/,ON,Ottawa,79,89,99,180,true,390,false,"https://www.google.com/maps/place/Hampton+Park+(Dog+Park)/@45.3880246,-75.7374923,17.82z/data=!4m6!3m5!1s0x4cce069e350901ef:0xec4e06d92af902d4!8m2!3d45.3879831!4d-75.7367621!16s%2Fg%2F11fy4q_2sz!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,South Bear Creek Off-Leash Dog Park,/dog-parks/south-bear-creek-off-leash-dog-park/,https://leashfree.ca/dog-parks/south-bear-creek-off-leash-dog-park/,Alberta,Grande Prairie,79,89,99,180,true,372,false,https://www.cityofgp.com/culture-recreation/parks-trails/dog-parks,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,WestVue Dog Park,/dog-parks/westvue-dog-park/,https://leashfree.ca/dog-parks/westvue-dog-park/,Alberta,Medicine Hat,79,89,99,180,true,372,false,https://www.medicinehat.ca/en/parks-recreation-and-culture/dog-parks.aspx,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Colonel Samuel Smith Park,/dog-parks/colonel-samuel-smith-park-etobicoke/,https://leashfree.ca/dog-parks/colonel-samuel-smith-park-etobicoke/,Ontario,Etobicoke,77,95,71,180,true,390,false,"https://www.google.com/maps/place/Colonel+Samuel+Smith+Park/@43.5914019,-79.5159606,17z/data=!3m1!4b1!4m6!3m5!1s0x882b49b5047aca2f:0x11bdf5c1d684a0e5!8m2!3d43.591398!4d-79.5133857!16s%2Fm%2F05p704d!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Marie Curtis Park,/dog-parks/marie-curtis-park-etobicoke/,https://leashfree.ca/dog-parks/marie-curtis-park-etobicoke/,Ontario,Etobicoke,77,95,71,180,true,390,false,"https://www.google.com/maps/place/Marie+Curtis+Park/@43.5867826,-79.5451442,16z/data=!3m1!4b1!4m6!3m5!1s0x882b486508cb5fc1:0xf4131938be05e938!8m2!3d43.5867787!4d-79.5425693!16s%2Fm%2F0wj60_p!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Ballantyne Park,/dog-parks/ballantyne-park/,https://leashfree.ca/dog-parks/ballantyne-park/,Ontario,Ottawa,77,95,72,180,true,390,false,"https://www.google.com/maps/place/Ballantyne+Park,+31+Hawthorne+Ave,+Ottawa,+ON+K1S+0A9/@45.4125166,-75.6820476,18.73z/data=!4m6!3m5!1s0x4cce05a364b93bf1:0xc8806b138f85e5d8!8m2!3d45.4125633!4d-75.6814643!16s%2Fm%2F03cpjvk!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Primrose Park,/dog-parks/primrose-park/,https://leashfree.ca/dog-parks/primrose-park/,Ontario,Ottawa,77,95,72,180,true,390,false,"https://www.google.com/maps/place/Primrose+Park/@45.411093,-75.7139346,19.73z/data=!4m6!3m5!1s0x4cce044f5a6cc1f7:0x3ce9f4cf7cf06e80!8m2!3d45.4110903!4d-75.713384!16s%2Fm%2F051rkhb!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Raymore Park,/dog-parks/raymore-park/,https://leashfree.ca/dog-parks/raymore-park/,Ontario,Toronto,77,95,73,180,true,258,false,"https://www.google.com/maps/place/Raymore+Park/@43.6964764,-79.5128113,16z/data=!3m1!4b1!4m6!3m5!1s0x882b312af1c3e38b:0x82b063c91b3870a9!8m2!3d43.6964764!4d-79.5128113!16s%2Fg%2F116bxlclm!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,King's Mill Park,/dog-parks/kings-mill-park-etobicoke/,https://leashfree.ca/dog-parks/kings-mill-park-etobicoke/,Ontario,Etobicoke,77,95,74,180,true,390,false,"https://www.google.com/maps/place/King's+Mill+Park/@43.6470114,-79.4997865,16z/data=!3m1!4b1!4m6!3m5!1s0x882b365fa55cfeaf:0x112bfdf453378568!8m2!3d43.6470075!4d-79.4972116!16s%2Fg%2F1tr18601!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Diamond Jubilee Park,/dog-parks/diamond-jubilee-park/,https://leashfree.ca/dog-parks/diamond-jubilee-park/,Ontario,Ottawa,77,95,77,180,true,390,false,"https://www.google.com/maps/place/Diamond+Jubilee+Park/@45.3146885,-75.6129819,17z/data=!3m1!4b1!4m6!3m5!1s0x4cce095afc27a77f:0x1727968ce850c472!8m2!3d45.3146848!4d-75.610407!16s%2Fg%2F11p14tnrxf!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Lion's Park,/dog-parks/lions-park-belleville/,https://leashfree.ca/dog-parks/lions-park-belleville/,Ontario,Belleville,77,95,77,180,true,382,false,"https://www.google.com/maps/place/Lion's+Park,+Belleville,+ON./@44.1720585,-77.3872608,16z/data=!3m1!4b1!4m6!3m5!1s0x89d62561173b4fed:0x358502e69407d9c9!8m2!3d44.1720548!4d-77.3823899!16s%2Fg%2F11dxlcw9zy!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D",reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Bonnycastle Park,/dog-parks/bonnycastle-park/,https://leashfree.ca/dog-parks/bonnycastle-park/,Manitoba,Winnipeg,77,95,78,180,true,372,false,https://winnipeg.ca/publicworks/parksOpenSpace/OffLeashAreas/,reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Don Boudria Park,/dog-parks/don-boudria-park/,https://leashfree.ca/dog-parks/don-boudria-park/,Ontario,Ottawa,77,95,78,180,true,390,false,"https://www.google.com/maps/place/Don+Boudria+Dog+Park/@45.4442137,-75.4933849,17z/data=!4m14!1m7!3m6!1s0x4cce138f94f5162f:0xc542d16552aadf56!2sDon+Boudria+Park!8m2!3d45.44421!4d-75.49081!16s%2Fg%2F11j6z8znw1!3m5!1s0x4cce1301da068ab3:0xa9351f5c77d2ed3a!8m2!3d45.4446453!4d-75.4895667!16s%2Fg%2F11swgy8728!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,High Park,/dog-parks/high-park/,https://leashfree.ca/dog-parks/high-park/,Ontario,Etobicoke,77,95,78,180,true,390,false,"https://www.google.com/maps/place/High+Park/@43.6465518,-79.4662652,17z/data=!3m1!4b1!4m6!3m5!1s0x882b35d32336f705:0x1bcc825a300ee67!8m2!3d43.6465479!4d-79.4636903!16zL20vMDI0d3R5!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Sir Casimir Gzowski Park,/dog-parks/sir-casimir-gzowski-park-etobicoke/,https://leashfree.ca/dog-parks/sir-casimir-gzowski-park-etobicoke/,Ontario,Etobicoke,77,95,78,180,true,390,false,"https://www.google.com/maps/place/Sir+Casimir+Gzowski+Park/@43.635212,-79.4684029,17z/data=!3m1!4b1!4m6!3m5!1s0x882b35d919cae733:0x7b097fbe95810cb7!8m2!3d43.6352081!4d-79.465828!16s%2Fg%2F1thvyxp6!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Don Russell Memorial Park,/dog-parks/don-russell-memorial-park-etobicoke/,https://leashfree.ca/dog-parks/don-russell-memorial-park-etobicoke/,Ontario,Etobicoke,77,95,79,180,true,390,false,"https://www.google.com/maps/place/Donald+Russell+Memorial+Park/@43.6005575,-79.5257824,16z/data=!3m1!4b1!4m6!3m5!1s0x882b483142e955c7:0xf7c152edabd2a493!8m2!3d43.6005537!4d-79.5209115!16s%2Fg%2F1tlwg8ht!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Corbett's Park,/dog-parks/corbetts-park/,https://leashfree.ca/dog-parks/corbetts-park/,Ontario,Courtice,77,95,80,180,true,382,false,"https://www.google.com/maps/place/Corbett's+Park/@43.9273168,-78.8390368,16z/data=!4m10!1m2!2m1!1sCourtice+On+Dog+Parks!3m6!1s0x89d50355f70a934f:0x1238a9004532bf78!8m2!3d43.9273164!4d-78.833405!15sChVDb3VydGljZSBPbiBEb2cgUGFya3NaFyIVY291cnRpY2Ugb24gZG9nIHBhcmtzkgEEcGFya5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VNdGNIQmlUR2xCUlJBQqoBWAoJL20vMGJ0OWxyEAEqDSIJZG9nIHBhcmtzKAAyHxABIhtp46MKrYRrSNH4B2KCr45tcXmDmkzjKDoVxocyGRACIhVjb3VydGljZSBvbiBkb2cgcGFya3PgAQD6AQQIYRBH!16s%2Fg%2F11cnd9txd2!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYyOS4wIKXMDSoASAFQAw%3D%3D",reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Duggan Park,/dog-parks/duggan-park/,https://leashfree.ca/dog-parks/duggan-park/,Ontario,Brampton,77,95,81,180,true,390,false,"https://www.google.com/maps/place/Duggan+Park+Off-Leash+Area/@43.6952055,-79.7669717,17z/data=!4m15!1m8!3m7!1s0x882b15c0449f01af:0x3569574c8298ed0f!2s73+Vodden+St+E,+Brampton,+ON+L6V+4B9!3b1!8m2!3d43.6951111!4d-79.764345!16s%2Fg%2F11c14sg10l!3m5!1s0x882b15c01679c5ad:0x6099c1b5950c6739!8m2!3d43.6947683!4d-79.7634546!16s%2Fg%2F11dxkkzq2p!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Alguire Park,/dog-parks/alguire-park-cornwall/,https://leashfree.ca/dog-parks/alguire-park-cornwall/,Ontario,Cornwall,77,95,82,180,true,373,false,https://www.cornwall.ca/en/play-here/parks-and-trails.aspx,reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Chief Whitecap Park,/dog-parks/chief-whitecap-park/,https://leashfree.ca/dog-parks/chief-whitecap-park/,Saskatchewan,Saskatoon,77,95,83,180,true,372,false,https://www.saskatoon.ca/parks-recreation-attractions/parks/dog-parks,reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Conroy Pit,/dog-parks/conroy-pit/,https://leashfree.ca/dog-parks/conroy-pit/,Ontario,Ottawa,77,95,84,180,true,390,false,"https://www.google.com/maps/place/Conroy+Pit/@45.3612737,-75.6208211,17.82z/data=!4m6!3m5!1s0x4cce0920fca3f919:0x94b0c9fe44df7288!8m2!3d45.36195!4d-75.6183694!16s%2Fg%2F11ckr7wz5z!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Brewer Park,/dog-parks/brewer-park/,https://leashfree.ca/dog-parks/brewer-park/,Ontario,Ottawa,77,95,85,180,true,390,false,"https://www.google.com/maps/place/Brewer+Park/@45.3867037,-75.6912099,16z/data=!3m1!4b1!4m6!3m5!1s0x4cce05dc35e965ef:0x5368fabb15a3daa4!8m2!3d45.3867!4d-75.688635!16s%2Fm%2F027k1n6!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Brenda Leipsic Park,/dog-parks/brenda-leipsic-park/,https://leashfree.ca/dog-parks/brenda-leipsic-park/,Manitoba,Winnipeg,77,95,86,180,true,372,false,https://winnipeg.ca/publicworks/parksOpenSpace/OffLeashAreas/,reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Hermitage Park,/dog-parks/hermitage-park/,https://leashfree.ca/dog-parks/hermitage-park/,Ontario,Ajax,77,95,86,180,true,374,false,"https://www.google.com/maps/place/Hermitage+Off-Leash+Dog+Park/@43.8577973,-79.0879359,14z/data=!4m10!1m2!2m1!1sAjax+Dog+Parks!3m6!1s0x89d4dfa16d99aff9:0xb6d3286529097c2a!8m2!3d43.8577973!4d-79.052917!15sCg5BamF4IERvZyBQYXJrc1oQIg5hamF4IGRvZyBwYXJrc5IBCGRvZ19wYXJrmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJpZFU5cU4xZFJFQUWqAVEKCS9tLzBidDlschABKg0iCWRvZyBwYXJrcygAMh8QASIbKUVW_IgNBen3KmJFY0z3Dig2VFpI89LdWjuUMhIQAiIOYWpheCBkb2cgcGFya3PgAQD6AQQIABAa!16s%2Fg%2F11pzfyckq2!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D",reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Chris Gibson Park,/dog-parks/chris-gibson-park/,https://leashfree.ca/dog-parks/chris-gibson-park/,Ontario,Brampton,77,95,87,180,true,390,false,https://www.brampton.ca/EN/residents/Recreation/Community-Centres/Pages/Chris-Gibson.aspx,reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Don Russell Memorial Park,/dog-parks/don-russell-memorial-park/,https://leashfree.ca/dog-parks/don-russell-memorial-park/,Ontario,Toronto,77,95,87,180,true,401,false,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1058,reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Sunnidale Park,/dog-parks/sunnidale-park/,https://leashfree.ca/dog-parks/sunnidale-park/,Ontario,Barrie,77,95,87,180,true,382,false,https://www.barrie.ca/community-recreation-environment/parks-trails-waterfront/dog-leash-recreation-areas,reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Ajax Waterfront Park,/dog-parks/ajax-waterfront-park/,https://leashfree.ca/dog-parks/ajax-waterfront-park/,Ontario,Ajax,77,95,88,180,true,374,false,https://www.ajax.ca/en/play/waterfront.aspx,reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Firemen's Park,/dog-parks/firemens-park/,https://leashfree.ca/dog-parks/firemens-park/,Ontario,Niagara Falls,77,95,88,180,true,382,false,https://niagarafalls.ca/living/parks-trails/firemens-park.aspx,reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
