tier,workstream,imagePlan,status,section,contentType,name,route,canonicalUrl,province,city,priorityScore,qualityCompletionScore,wordCount,thinThreshold,stale,reviewAgeDays,missingSourceUrl,sourceUrl,missingFields,missingInternalLinks,dataQualityFlags,canonicalRiskType,issueClassifications,researchStatus,validationStatus,seoStatus,imageStatus,publishStatus
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Laval,/dog-parks/laval/,https://leashfree.ca/dog-parks/laval/,Quebec,,110,64,364,450,true,314,true,,rules | officialSource | reviewedOn | parkListingGrid,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Estevan,/dog-parks/estevan/,https://leashfree.ca/dog-parks/estevan/,Saskatchewan,,110,64,377,450,true,314,true,,rules | officialSource | reviewedOn | parkListingGrid,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Melfort,/dog-parks/melfort/,https://leashfree.ca/dog-parks/melfort/,Saskatchewan,,107,73,299,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Weyburn,/dog-parks/weyburn/,https://leashfree.ca/dog-parks/weyburn/,Saskatchewan,,107,73,320,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Amherst,/dog-parks/amherst/,https://leashfree.ca/dog-parks/amherst/,Nova Scotia,,107,73,323,450,true,314,true,,officialSource | reviewedOn | parkListingGrid,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Prince Albert,/dog-parks/prince-albert/,https://leashfree.ca/dog-parks/prince-albert/,Saskatchewan,,107,73,325,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Nipawin,/dog-parks/nipawin/,https://leashfree.ca/dog-parks/nipawin/,Saskatchewan,,107,73,336,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,North Battleford,/dog-parks/north-battleford/,https://leashfree.ca/dog-parks/north-battleford/,Saskatchewan,,107,73,338,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Melville,/dog-parks/melville/,https://leashfree.ca/dog-parks/melville/,Saskatchewan,,107,73,354,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Warman,/dog-parks/warman/,https://leashfree.ca/dog-parks/warman/,Saskatchewan,,107,73,357,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Courtice,/dog-parks/courtice/,https://leashfree.ca/dog-parks/courtice/,Ontario,,107,73,359,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Steinbach,/dog-parks/steinbach/,https://leashfree.ca/dog-parks/steinbach/,Manitoba,,107,73,364,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Stouffville,/dog-parks/stouffville/,https://leashfree.ca/dog-parks/stouffville/,Ontario,,107,73,367,450,true,268,true,,officialSource | reviewedOn | parkListingGrid,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Morden,/dog-parks/morden/,https://leashfree.ca/dog-parks/morden/,Manitoba,,107,73,372,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Quebec City,/dog-parks/quebec-city/,https://leashfree.ca/dog-parks/quebec-city/,Quebec,,107,73,375,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Montreal,/dog-parks/montreal/,https://leashfree.ca/dog-parks/montreal/,Quebec,,107,73,378,450,true,314,true,,seasonalTips | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Yarmouth,/dog-parks/yarmouth/,https://leashfree.ca/dog-parks/yarmouth/,Nova Scotia,,107,73,379,450,true,314,true,,officialSource | reviewedOn | parkListingGrid,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Thompson,/dog-parks/thompson/,https://leashfree.ca/dog-parks/thompson/,Manitoba,,107,73,383,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Belleville,/dog-parks/belleville/,https://leashfree.ca/dog-parks/belleville/,Ontario,,107,73,384,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Selkirk,/dog-parks/selkirk/,https://leashfree.ca/dog-parks/selkirk/,Manitoba,,107,73,384,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Campbellford,/dog-parks/campbellford/,https://leashfree.ca/dog-parks/campbellford/,Ontario,,107,73,389,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Brampton,/dog-parks/brampton/,https://leashfree.ca/dog-parks/brampton/,Ontario,,107,73,394,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Portage la Prairie,/dog-parks/portage-la-prairie/,https://leashfree.ca/dog-parks/portage-la-prairie/,Manitoba,,107,73,394,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Swift Current,/dog-parks/swift-current/,https://leashfree.ca/dog-parks/swift-current/,Saskatchewan,,107,73,394,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Grimsby,/dog-parks/grimsby/,https://leashfree.ca/dog-parks/grimsby/,Ontario,,107,73,396,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Niagara Falls,/dog-parks/niagara-falls/,https://leashfree.ca/dog-parks/niagara-falls/,Ontario,,107,73,396,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Grande Prairie,/dog-parks/grande-prairie/,https://leashfree.ca/dog-parks/grande-prairie/,Alberta,,107,73,398,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Woodstock,/dog-parks/woodstock/,https://leashfree.ca/dog-parks/woodstock/,Ontario,,107,73,398,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Milton,/dog-parks/milton/,https://leashfree.ca/dog-parks/milton/,Ontario,,107,73,399,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Saskatoon,/dog-parks/saskatoon/,https://leashfree.ca/dog-parks/saskatoon/,Saskatchewan,,107,73,400,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Ladysmith,/dog-parks/ladysmith/,https://leashfree.ca/dog-parks/ladysmith/,British Columbia,,107,73,402,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Moose Jaw,/dog-parks/moose-jaw/,https://leashfree.ca/dog-parks/moose-jaw/,Saskatchewan,,107,73,402,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Regina,/dog-parks/regina/,https://leashfree.ca/dog-parks/regina/,Saskatchewan,,107,73,402,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Oshawa,/dog-parks/oshawa/,https://leashfree.ca/dog-parks/oshawa/,Ontario,,107,73,404,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Medicine Hat,/dog-parks/medicine-hat/,https://leashfree.ca/dog-parks/medicine-hat/,Alberta,,107,73,409,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Gimli,/dog-parks/gimli/,https://leashfree.ca/dog-parks/gimli/,Manitoba,,107,73,411,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Halton Hills,/dog-parks/halton-hills-dog-parks/,https://leashfree.ca/dog-parks/halton-hills-dog-parks/,Ontario,,107,73,411,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Hamilton,/dog-parks/hamilton/,https://leashfree.ca/dog-parks/hamilton/,Ontario,,107,73,412,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Coquitlam,/dog-parks/coquitlam/,https://leashfree.ca/dog-parks/coquitlam/,British Columbia,,107,73,413,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Winnipeg,/dog-parks/winnipeg/,https://leashfree.ca/dog-parks/winnipeg/,Manitoba,,107,73,418,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Burnaby,/dog-parks/burnaby/,https://leashfree.ca/dog-parks/burnaby/,British Columbia,,107,73,419,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Red Deer,/dog-parks/red-deer/,https://leashfree.ca/dog-parks/red-deer/,Alberta,,107,73,420,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Nelson,/dog-parks/nelson/,https://leashfree.ca/dog-parks/nelson/,British Columbia,,107,73,421,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Etobicoke,/dog-parks/etobicoke/,https://leashfree.ca/dog-parks/etobicoke/,Ontario,,107,73,423,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Guelph,/dog-parks/guelph/,https://leashfree.ca/dog-parks/guelph/,Ontario,,107,73,423,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,St. Albert,/dog-parks/st-albert/,https://leashfree.ca/dog-parks/st-albert/,Alberta,,107,73,424,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Brandon,/dog-parks/brandon/,https://leashfree.ca/dog-parks/brandon/,Manitoba,,107,73,425,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,New Westminster,/dog-parks/new-westminster/,https://leashfree.ca/dog-parks/new-westminster/,British Columbia,,107,73,426,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Victoria,/dog-parks/victoria/,https://leashfree.ca/dog-parks/victoria/,British Columbia,,107,73,426,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,White Rock,/dog-parks/white-rock/,https://leashfree.ca/dog-parks/white-rock/,British Columbia,,107,73,427,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Edmonton,/dog-parks/edmonton/,https://leashfree.ca/dog-parks/edmonton/,Alberta,,107,73,429,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Lethbridge,/dog-parks/lethbridge/,https://leashfree.ca/dog-parks/lethbridge/,Alberta,,107,73,430,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Barrie,/dog-parks/barrie/,https://leashfree.ca/dog-parks/barrie/,Ontario,,107,73,435,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Surrey,/dog-parks/surrey/,https://leashfree.ca/dog-parks/surrey/,British Columbia,,107,73,437,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Tiny,/dog-parks/tiny/,https://leashfree.ca/dog-parks/tiny/,Ontario,,107,73,440,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Quinte West,/dog-parks/quinte-west/,https://leashfree.ca/dog-parks/quinte-west/,Ontario,,107,73,441,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Restoule,/dog-parks/restoule/,https://leashfree.ca/dog-parks/restoule/,Ontario,,107,73,441,450,true,314,true,,rules | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Kentville,/dog-parks/kentville/,https://leashfree.ca/dog-parks/kentville/,Nova Scotia,,104,82,336,450,true,314,true,,officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Sydney,/dog-parks/sydney/,https://leashfree.ca/dog-parks/sydney/,Nova Scotia,,104,82,360,450,true,314,true,,officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Bridgewater,/dog-parks/bridgewater/,https://leashfree.ca/dog-parks/bridgewater/,Nova Scotia,,104,82,387,450,true,314,true,,officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,Truro,/dog-parks/truro/,https://leashfree.ca/dog-parks/truro/,Nova Scotia,,104,82,395,450,true,314,true,,officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,city-guide,original-location-context,queued,dog-park-locations,City Pages,London,/dog-parks/london/,https://leashfree.ca/dog-parks/london/,Ontario,,104,82,444,450,true,285,true,,officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Rushdale Park,/dog-parks/rushdale-park/,https://leashfree.ca/dog-parks/rushdale-park/,Ontario,Hamilton,103,79,100,180,true,400,true,,latitude | longitude | officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T1-source-research,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Apollo Crater Park,/dog-parks/apollo-crater-park/,https://leashfree.ca/dog-parks/apollo-crater-park/,Ontario,Ottawa,99,89,86,180,true,390,true,,officialSource | reviewedOn,,,,needs-source-research | needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Queensland Off-Leash Area,/dog-parks/queensland-off-leash-area/,https://leashfree.ca/dog-parks/queensland-off-leash-area/,Alberta,Calgary,83,79,96,180,true,414,false,https://www.calgary.ca/parks/off-leash-locations.html,latitude | longitude | shade | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Seton Off-Leash Area,/dog-parks/seton-off-leash-area/,https://leashfree.ca/dog-parks/seton-off-leash-area/,Alberta,Calgary,83,79,97,180,true,414,false,https://www.calgary.ca/parks/off-leash-locations.html,latitude | longitude | shade | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Rowcliffe Park,/dog-parks/rowcliffe-park-kelowna/,https://leashfree.ca/dog-parks/rowcliffe-park-kelowna/,British Columbia,Kelowna,81,84,72,180,true,372,false,https://www.kelowna.ca/parks-recreation,water | rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Ellison Dog Park,/dog-parks/ellison-dog-park-kelowna/,https://leashfree.ca/dog-parks/ellison-dog-park-kelowna/,British Columbia,Kelowna,81,84,74,180,true,372,false,https://www.kelowna.ca/parks-recreation,water | rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Melville Dog Park,/dog-parks/melville-dog-park/,https://leashfree.ca/dog-parks/melville-dog-park/,Saskatchewan,Melville,81,84,79,180,true,372,false,https://melville.ca,water | rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Mill Creek Ravine South Off-Leash Area,/dog-parks/mill-creek-ravine-south-off-leash/,https://leashfree.ca/dog-parks/mill-creek-ravine-south-off-leash/,Alberta,Edmonton,81,84,82,180,true,372,false,https://www.edmonton.ca/activities_parks_recreation/parks_dog_off_leash,water | rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Cedar Creek Park,/dog-parks/cedar-creek-park-kelowna/,https://leashfree.ca/dog-parks/cedar-creek-park-kelowna/,British Columbia,Kelowna,81,84,83,180,true,372,false,https://www.kelowna.ca/parks-recreation,water | rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Buena Vista Park Off-Leash Dog Park,/dog-parks/buena-vista-park-off-leash-dog-park/,https://leashfree.ca/dog-parks/buena-vista-park-off-leash-dog-park/,Alberta,Edmonton,81,84,87,180,true,372,false,https://www.edmonton.ca/activities_parks_recreation/parks_dog_off_leash,water | rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Warman Off-Leash Dog Park,/dog-parks/warman-off-leash-dog-park/,https://leashfree.ca/dog-parks/warman-off-leash-dog-park/,Saskatchewan,Warman,81,84,87,180,true,372,false,https://warman.ca,water | rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Swift Current Off-Leash Dog Park,/dog-parks/swift-current-off-leash-dog-park/,https://leashfree.ca/dog-parks/swift-current-off-leash-dog-park/,Saskatchewan,Swift Current,81,84,92,180,true,372,false,https://www.swiftcurrent.ca,water | rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Terwillegar Off-Leash Dog Park,/dog-parks/terwillegar-off-leash-dog-park/,https://leashfree.ca/dog-parks/terwillegar-off-leash-dog-park/,Alberta,Edmonton,81,84,92,180,true,372,false,https://www.edmonton.ca/activities_parks_recreation/parks_dog_off_leash,water | rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Idlewood Park,/dog-parks/idlewood-park/,https://leashfree.ca/dog-parks/idlewood-park/,Ontario,Kitchener,81,84,96,180,true,393,false,https://www.kitchener.ca/en/things-to-do/dog-parks.aspx,latitude | longitude | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Chilliwack Community Forest,/dog-parks/chilliwack-community-forest/,https://leashfree.ca/dog-parks/chilliwack-community-forest/,British Columbia,Chilliwack,79,89,68,180,true,373,false,https://www.chilliwack.com/main/page.cfm?id=945,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Barber Park,/dog-parks/barber-park-chilliwack/,https://leashfree.ca/dog-parks/barber-park-chilliwack/,British Columbia,Chilliwack,79,89,69,180,true,373,false,https://www.chilliwack.com/main/page.cfm?id=945,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Carmel Park,/dog-parks/carmel-park-chilliwack/,https://leashfree.ca/dog-parks/carmel-park-chilliwack/,British Columbia,Chilliwack,79,89,69,180,true,373,false,https://www.chilliwack.com/main/page.cfm?id=945,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,David Gray Park,/dog-parks/david-gray-park-burnaby/,https://leashfree.ca/dog-parks/david-gray-park-burnaby/,British Columbia,Burnaby,79,89,69,180,true,372,false,https://www.burnaby.ca,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
T2-high-value-expansion,park-profile,rights-gated-park-photo-or-independent-original,queued,dog-parks,Dog Parks,Harbourview Park,/dog-parks/harbourview-park/,https://leashfree.ca/dog-parks/harbourview-park/,British Columbia,Ladysmith,79,89,70,180,true,373,false,https://www.ladysmith.ca/our-services/parks-recreation/parks/,rules | reviewedOn,,,,needs-content-expansion | needs-human-review,not-started,not-started,not-started,not-started,not-started
